Delivery Start (CET);Delivery End (CET);SE1 High Price (EUR/MWh);SE1 Low Price (EUR/MWh);SE1 Open Price (EUR/MWh);SE1 Close Price (EUR/MWh);SE1 Average Price (EUR/MWh);SE1 Volume (MW);SE1 Buy Volume (MW);SE1 Sell Volume (MW);SE1 Average Price Last 3 H (EUR/MWh);SE1 Open Trade Time (CET);SE1 Close Trade Time (CET);SE2 High Price (EUR/MWh);SE2 Low Price (EUR/MWh);SE2 Open Price (EUR/MWh);SE2 Close Price (EUR/MWh);SE2 Average Price (EUR/MWh);SE2 Volume (MW);SE2 Buy Volume (MW);SE2 Sell Volume (MW);SE2 Average Price Last 3 H (EUR/MWh);SE2 Open Trade Time (CET);SE2 Close Trade Time (CET);SE3 High Price (EUR/MWh);SE3 Low Price (EUR/MWh);SE3 Open Price (EUR/MWh);SE3 Close Price (EUR/MWh);SE3 Average Price (EUR/MWh);SE3 Volume (MW);SE3 Buy Volume (MW);SE3 Sell Volume (MW);SE3 Average Price Last 3 H (EUR/MWh);SE3 Open Trade Time (CET);SE3 Close Trade Time (CET);SE4 High Price (EUR/MWh);SE4 Low Price (EUR/MWh);SE4 Open Price (EUR/MWh);SE4 Close Price (EUR/MWh);SE4 Average Price (EUR/MWh);SE4 Volume (MW);SE4 Buy Volume (MW);SE4 Sell Volume (MW);SE4 Average Price Last 3 H (EUR/MWh);SE4 Open Trade Time (CET);SE4 Close Trade Time (CET)
18.08.2024 06:00:00;18.08.2024 07:00:00;12;9.4;10.7;12;10.67;70.7;55.8;15.9;10.7;18.08.2024 02:30:18;18.08.2024 04:58:28;13;7;11;13;10.38;204.4;141.4;100.1;10.5;17.08.2024 17:51:18;18.08.2024 04:58:34;11;8;11;10;10.05;85.9;11.8;74.9;9.25;17.08.2024 17:51:18;18.08.2024 04:58:08;104.6;72.64;72.64;103.61;100.69;78.2;71.5;16;102.61;17.08.2024 15:33:03;18.08.2024 04:45:30
18.08.2024 07:00:00;18.08.2024 08:00:00;11.72;9.7;10.7;10.29;11.18;32.1;21.1;11.4;11.2;18.08.2024 02:35:14;18.08.2024 05:55:05;12;9.5;11;12;10.97;143.3;103.9;71.8;11.04;17.08.2024 17:51:18;18.08.2024 05:59:11;12;9.5;11;12;10.83;83.9;25.3;62.9;10.79;17.08.2024 17:51:18;18.08.2024 05:59:11;105;90;94.58;105;99.81;31.6;31.6;10.1;99.81;18.08.2024 05:00:01;18.08.2024 05:58:48
18.08.2024 08:00:00;18.08.2024 09:00:00;12.4;9.9;9.9;12.4;10.42;46;0.7;45.3;10.42;18.08.2024 05:30:17;18.08.2024 06:59:12;12.4;9.3;11;12.4;10.74;214.7;159.4;103.9;10.69;17.08.2024 17:51:18;18.08.2024 06:59:12;12.01;9.87;11;9.9;10.8;182.3;87.4;116.4;10.75;17.08.2024 17:51:18;18.08.2024 06:59:46;100.16;85;85;96.02;92.29;12.7;12.7;5.8;97.02;17.08.2024 18:49:29;18.08.2024 06:47:13
18.08.2024 09:00:00;18.08.2024 10:00:00;10.8;7;9.9;7.88;9.01;67.2;7.8;59.5;8.99;18.08.2024 04:35:14;18.08.2024 07:59:59;11;9;11;9.15;10.16;135.4;108.5;51.5;9.73;17.08.2024 17:51:18;18.08.2024 07:55:05;11;8.3;11;9;10.2;158.3;98.5;87.6;9.91;17.08.2024 17:51:18;18.08.2024 07:55:15;95.47;55;80;88.8;76.68;67.3;50.4;22.7;76.35;17.08.2024 18:50:20;18.08.2024 07:59:55
18.08.2024 10:00:00;18.08.2024 11:00:00;11;8;10.1;8.5;8.85;37.9;23.5;14.4;8.8;18.08.2024 04:30:17;18.08.2024 08:57:53;11.4;7.5;11;9.18;9.66;205.5;136.5;71.2;8.8;17.08.2024 17:51:18;18.08.2024 08:58:34;11.4;7.5;11;9.76;9.4;207.1;82.2;151.8;8.63;17.08.2024 17:51:18;18.08.2024 08:58:39;88.65;64.99;64.99;69.71;78.18;88.7;26.9;64.4;76.78;17.08.2024 17:23:21;18.08.2024 08:59:05
18.08.2024 11:00:00;18.08.2024 12:00:00;9.5;6.52;8.02;6.52;8.2;73.4;40.2;33.2;7.82;17.08.2024 19:01:35;18.08.2024 09:45:45;11;6.5;11;7.5;9.28;117.2;97.8;23;7.41;17.08.2024 17:51:18;18.08.2024 09:59:30;11;6.2;11;7.5;8.72;204.2;92.6;127.1;7.35;17.08.2024 17:51:18;18.08.2024 09:59:11;85.74;66.56;68.86;66.56;72.98;126.5;59.8;66.7;69.55;17.08.2024 17:39:46;18.08.2024 09:25:21
18.08.2024 12:00:00;18.08.2024 13:00:00;9.5;0.87;9.5;2;5.82;65.9;41.2;30.8;5.59;18.08.2024 06:25:14;18.08.2024 10:59:11;8;0.9;8;2;4.06;136.2;56.1;101;3.66;18.08.2024 07:46:24;18.08.2024 10:59:10;9;0.87;7.91;2;6.61;129.2;47.3;111;6.46;18.08.2024 08:06:00;18.08.2024 10:59:11;78.4;52.4;62.6;53.95;60.51;101.6;29.5;74.1;57.12;17.08.2024 17:26:28;18.08.2024 10:59:00
18.08.2024 13:00:00;18.08.2024 14:00:00;10.1;2.32;10.1;2.32;5.22;23.1;8.3;14.8;4.4;18.08.2024 07:25:14;18.08.2024 11:51:27;9;1;8.1;5;4.06;155.8;102.7;106.7;3.78;18.08.2024 07:43:34;18.08.2024 11:59:12;11.96;2.2;7.08;5;5.75;152.4;60.4;125.3;5.37;18.08.2024 08:06:00;18.08.2024 11:59:12;54.1;20;30.87;20;36.09;130.8;32.1;103.2;35.25;17.08.2024 17:11:04;18.08.2024 11:59:50
18.08.2024 14:00:00;18.08.2024 15:00:00;7.5;2.08;7.3;2.08;5.32;23.5;7.5;16.4;4.68;18.08.2024 08:25:14;18.08.2024 12:58:17;8.25;1.5;7.5;1.5;5.86;93;61.1;44.3;5.43;18.08.2024 07:46:59;18.08.2024 12:59:00;8.53;1.5;7;1.5;5.67;144;58.5;102;5.25;18.08.2024 08:06:00;18.08.2024 12:59:00;35.54;4.05;31.55;4.05;23.56;105.8;19.9;85.9;17.85;17.08.2024 22:22:07;18.08.2024 12:59:00
18.08.2024 15:00:00;18.08.2024 16:00:00;8.69;4.86;7.8;4.86;7.48;12.6;5.3;7.3;7.81;18.08.2024 09:35:14;18.08.2024 13:33:17;8.35;1.7;7.7;1.7;5.79;112.1;73.4;49.3;5.4;18.08.2024 08:06:13;18.08.2024 13:59:27;9.22;1.7;7.7;1.7;5.77;134.2;58.7;89.7;5.27;18.08.2024 08:06:13;18.08.2024 13:59:03;51.48;25;49.61;31.2;39.75;38.2;8;36.3;36.32;18.08.2024 10:23:33;18.08.2024 13:59:00
18.08.2024 16:00:00;18.08.2024 17:00:00;8.5;6.1;8.4;8.5;7.37;16.3;6.5;9.8;7.09;18.08.2024 10:25:12;18.08.2024 14:59:03;9.21;5.5;8.2;8.5;7.31;142.5;88.4;61.4;7.21;18.08.2024 08:08:00;18.08.2024 14:59:02;9.21;5.46;8.5;8.5;7.32;168.8;88.9;91.7;7.18;18.08.2024 08:06:00;18.08.2024 14:59:51;68.19;50;50;68.19;55.33;7.4;7.4;7.4;55.33;18.08.2024 14:10:05;18.08.2024 14:47:01
18.08.2024 17:00:00;18.08.2024 18:00:00;10.46;7.54;8.5;10.46;8.62;7.3;5.3;2;8.85;18.08.2024 11:25:14;18.08.2024 15:59:49;10.46;7.46;8.5;10.46;8.79;180.5;153.9;46.4;8.87;18.08.2024 08:06:42;18.08.2024 15:59:49;10.46;7.46;8.6;9;8.58;135.1;42.5;103.9;8.93;18.08.2024 08:06:00;18.08.2024 15:59:49;95.61;78;80;80.41;83.89;83;41.8;56.9;84.13;18.08.2024 11:46:46;18.08.2024 15:59:00
18.08.2024 18:00:00;18.08.2024 19:00:00;11.99;7.99;8.7;11.99;9.95;55.5;51.2;4.6;10.11;18.08.2024 12:25:14;18.08.2024 16:59:38;13.31;7.77;8.7;13.31;9.76;260.3;235.1;43.2;9.79;18.08.2024 08:40:00;18.08.2024 16:59:55;11.99;7.67;8.7;10.5;9.02;116.7;41.6;87.7;9.11;18.08.2024 08:40:00;18.08.2024 16:59:11;108;90;90;101;96.69;32.6;32.5;14.8;96.69;18.08.2024 16:10:07;18.08.2024 16:55:55
18.08.2024 19:00:00;18.08.2024 20:00:00;12.02;8;8.3;10.69;9.56;25.6;22.3;3.4;10.04;18.08.2024 13:25:13;18.08.2024 17:59:03;13.95;7.82;8.7;13.79;9.66;288;267.5;43;9.81;18.08.2024 10:26:10;18.08.2024 17:57:00;13.96;7.01;8.7;10.69;9.26;180.4;88.2;102.9;9.49;18.08.2024 10:26:10;18.08.2024 17:59:03;121.76;105;105;121.76;109.56;27.8;27.7;24.3;109.56;18.08.2024 16:23:15;18.08.2024 17:58:20
18.08.2024 20:00:00;18.08.2024 21:00:00;10.48;7.06;8;9.02;8.91;18.8;16.8;2;9.67;18.08.2024 14:25:14;18.08.2024 18:54:24;10.5;7;7;8;9.15;291.5;263.6;45;9.57;18.08.2024 11:46:27;18.08.2024 18:59:30;10.98;1;1;8.01;8.49;165.8;73.1;101;9.6;18.08.2024 10:37:21;18.08.2024 18:59:30;112.8;110;110;112.8;110.8;7;7;7;110.8;18.08.2024 17:50:42;18.08.2024 18:52:14
18.08.2024 21:00:00;18.08.2024 22:00:00;10.5;6.4;6.4;10.47;9.57;75.1;68.8;6.3;10.09;18.08.2024 17:25:13;18.08.2024 19:57:30;10.47;4.7;4.8;10.47;7.71;277.4;248;57.8;8.64;18.08.2024 08:44:03;18.08.2024 19:57:30;9.96;1;1;9.73;6.86;146.7;40.9;111.4;8.18;18.08.2024 10:37:21;18.08.2024 19:55:50;107.19;105;105;107.19;106.43;14.5;14.5;14.5;106.43;18.08.2024 18:42:31;18.08.2024 19:55:04
18.08.2024 22:00:00;18.08.2024 23:00:00;8.12;1.7;3.7;4.9;4.57;23.7;22.5;1.2;5.05;18.08.2024 17:30:17;18.08.2024 20:58:14;8.12;0.8;2.9;0.8;4.79;207.1;169.7;52.2;5.24;18.08.2024 08:44:11;18.08.2024 20:59:49;8.12;0.91;2.92;1.7;5.09;124.2;31.5;102.5;6.76;18.08.2024 08:44:11;18.08.2024 20:57:00;112;84.72;84.72;108.72;105.23;23.5;22.3;8.2;110.78;18.08.2024 10:26:50;18.08.2024 20:58:41
18.08.2024 23:00:00;19.08.2024 00:00:00;3.67;0.13;2.1;1.26;2.68;27.7;23.8;3.9;2.84;18.08.2024 17:35:15;18.08.2024 21:54:36;5;-4.9;1.1;1.2;1.55;284.9;176.8;150.5;0.96;18.08.2024 08:44:16;18.08.2024 21:57:11;5;-4.8;0.1;5;2.48;132.2;48.2;90.4;1.06;18.08.2024 12:16:02;18.08.2024 21:45:46;97.17;89;90;97.06;94.79;51;49.7;23.5;95.76;18.08.2024 12:29:26;18.08.2024 21:59:12
19.08.2024 00:00:00;19.08.2024 01:00:00;3.23;-2.79;3.23;-2.79;1.75;21.2;8.4;12.8;0.56;18.08.2024 20:01:33;18.08.2024 22:49:01;5;-3.3;2;-3.3;0.49;111.2;42.7;88.4;-0.58;18.08.2024 18:30:17;18.08.2024 22:59:02;5;-1.9;3.23;-1.14;1.44;99.5;44.2;64.2;0.15;18.08.2024 17:15:22;18.08.2024 22:56:31;94.1;94.05;94.05;94.1;94.06;5.4;4.5;5.2;94.06;18.08.2024 22:00:27;18.08.2024 22:32:00
19.08.2024 01:00:00;19.08.2024 02:00:00;3.69;-0.86;3.69;0.31;2.59;26.9;8.5;18.4;1.54;18.08.2024 20:01:33;18.08.2024 23:56:55;5;-2.3;1.7;-2.2;1.6;148.6;68.2;86;0.92;18.08.2024 19:17:17;18.08.2024 23:59:01;5;-3.7;3.69;-3.6;2.42;103.7;44.3;61.4;1.03;18.08.2024 17:15:22;18.08.2024 23:59:06;;;;;;0;0;0
19.08.2024 02:00:00;19.08.2024 03:00:00;3.62;-0.3;3.52;1.81;2.46;70.3;47.8;23.5;1.99;18.08.2024 20:01:33;19.08.2024 00:56:11;5;-2.5;5;3.3;2.24;89.5;49.3;41.2;1.11;18.08.2024 19:20:45;19.08.2024 00:59:11;5;-2.48;3.52;3;2.55;120.4;54.9;66.8;1.97;18.08.2024 17:15:22;19.08.2024 00:59:11;86.57;86.57;86.57;86.57;86.57;4.1;0.6;4.1;86.57;19.08.2024 00:54:39;19.08.2024 00:54:40
19.08.2024 03:00:00;19.08.2024 04:00:00;3.49;-0.56;3.49;2.6;2.46;80.5;70.1;12.3;2.28;18.08.2024 20:01:33;19.08.2024 01:59:30;5;-0.56;5;2.61;2.61;80.2;47;37;2.05;18.08.2024 19:21:11;19.08.2024 01:59:30;5;-0.56;3.49;2.3;2.67;108.7;41.6;67.1;2.13;18.08.2024 17:15:22;19.08.2024 01:58:47;52.07;52.07;52.07;52.07;52.07;1.2;1.2;1.2;52.07;19.08.2024 01:50:07;19.08.2024 01:59:00
19.08.2024 04:00:00;19.08.2024 05:00:00;3.49;0.1;3.49;2;3.11;63.9;37.6;27.3;2.52;18.08.2024 20:01:33;19.08.2024 02:53:25;5;0.23;5;3.11;2.99;90.5;51.6;39.4;2.58;18.08.2024 19:21:38;19.08.2024 02:59:00;5;-0.85;3.49;3.1;2.8;92.5;30.7;64.9;1.81;18.08.2024 17:15:22;19.08.2024 02:58:11;52.07;52.07;52.07;52.07;52.07;2;2;2;52.07;19.08.2024 02:50:00;19.08.2024 02:50:27
19.08.2024 05:00:00;19.08.2024 06:00:00;5;2.3;5;3.88;3.92;10.1;9;1.1;2.87;18.08.2024 20:01:33;19.08.2024 03:31:11;5;0.8;5;3.23;3.39;45.1;36.2;11.7;3.1;18.08.2024 20:01:33;19.08.2024 03:59:56;5;0.56;5;3.31;3.85;82.1;25.7;64.7;3.49;18.08.2024 17:15:23;19.08.2024 03:59:30;5;0.8;5;3.31;3.2;35.3;12.7;22.7;3.07;18.08.2024 21:39:44;19.08.2024 03:59:56
19.08.2024 06:00:00;19.08.2024 07:00:00;5.34;2.2;5.34;3.02;3.62;149.5;47.5;102;2.97;18.08.2024 20:32:35;19.08.2024 04:59:06;5.34;1.43;5.34;4.2;3.53;153.1;147.8;5.3;2.91;18.08.2024 20:32:35;19.08.2024 04:59:10;5.34;2.18;5.34;4.2;4.05;74.2;13.4;65.4;3.21;18.08.2024 17:15:23;19.08.2024 04:59:10;5.3;2.1;5;3.84;3.69;23.4;8.8;15;3.01;18.08.2024 21:39:44;19.08.2024 04:59:10
19.08.2024 07:00:00;19.08.2024 08:00:00;10.31;5.2;10.31;5.37;7.06;60.1;26.3;33.8;6.01;18.08.2024 22:27:32;19.08.2024 05:49:33;10.31;4.2;10.31;5.1;6.21;106.3;95.6;11.3;5.59;18.08.2024 22:27:32;19.08.2024 05:59:03;10.3;3.1;5.05;5.1;5.83;107.2;58.7;58.3;5.77;19.08.2024 00:12:45;19.08.2024 05:59:02;8.07;3.18;5;5;4.99;32;24.1;8.6;4.98;18.08.2024 21:39:44;19.08.2024 05:59:03
19.08.2024 08:00:00;19.08.2024 09:00:00;12;4;12;4;7.32;65.2;9;56.2;6.89;19.08.2024 02:25:15;19.08.2024 06:28:08;12;0;12;0;6.97;189.4;158.3;39.8;6.62;19.08.2024 02:25:15;19.08.2024 06:59:11;12;0;12;0;6.14;158.3;108.1;53.9;5.63;19.08.2024 02:30:18;19.08.2024 06:59:11;12;1;10;1;6.65;28;25.5;2.5;5.77;18.08.2024 17:04:48;19.08.2024 06:59:01
19.08.2024 09:00:00;19.08.2024 10:00:00;9.47;3.51;9.47;5.1;5.88;36.2;9;27.2;4.41;18.08.2024 22:27:58;19.08.2024 07:52:58;10.5;3.5;9.47;7.7;6.51;135.8;110.6;34.1;6;18.08.2024 22:27:58;19.08.2024 07:59:11;10.5;2.8;8.5;7.4;5.31;194;122.9;76.5;4.96;18.08.2024 17:07:05;19.08.2024 07:59:11;9.47;2.8;8.5;8.97;5.24;34.1;14.6;19.5;4.62;18.08.2024 17:06:41;19.08.2024 07:59:12
19.08.2024 10:00:00;19.08.2024 11:00:00;7.22;3;4;3.15;4.36;57.8;9.6;50.3;4.38;18.08.2024 17:28:17;19.08.2024 08:58:33;9;2.7;3;3.12;5.17;128.5;87.3;45;5.5;18.08.2024 17:28:26;19.08.2024 08:58:33;8.29;2.2;7.02;5;4.97;232.1;128.9;115.3;4.85;18.08.2024 15:57:01;19.08.2024 08:59:10;8.29;2.2;7.5;5;5.61;53.6;22.7;32.4;4.84;18.08.2024 17:42:06;19.08.2024 08:59:10
19.08.2024 11:00:00;19.08.2024 12:00:00;4.03;1.1;4;2.87;3.22;140.2;10.5;130.7;3.37;18.08.2024 17:28:17;19.08.2024 09:39:34;4.53;1.1;3;2.4;3.17;138.3;77.2;72.2;3.14;18.08.2024 17:28:26;19.08.2024 09:54:54;7.02;1.95;7.02;2.46;3.41;165;94.4;75.4;3.27;18.08.2024 15:56:31;19.08.2024 09:59:51;6;1.93;5;2.99;3.53;44.2;17.3;26.9;3.12;18.08.2024 21:39:44;19.08.2024 09:57:11
19.08.2024 12:00:00;19.08.2024 13:00:00;5.7;1.6;4;1.9;3.53;128.2;35.4;98.5;2.63;18.08.2024 17:28:17;19.08.2024 10:47:00;5;2;3;2.3;3.22;118.9;55.8;64.1;2.63;18.08.2024 17:28:26;19.08.2024 10:58:23;8.02;0.92;8.02;3;3.07;145.7;93;61.8;2.51;18.08.2024 15:28:56;19.08.2024 10:58:36;6;1.02;5;2;3.11;46.6;20.1;27.4;2.25;18.08.2024 21:39:44;19.08.2024 10:59:38
19.08.2024 13:00:00;19.08.2024 14:00:00;4.3;-5.7;4;-5.7;1.53;222.4;7.5;216.1;1.25;18.08.2024 17:28:17;19.08.2024 11:59:10;4.3;-2.72;3;-2.72;1.28;219.5;112.1;113.7;0.87;18.08.2024 17:28:26;19.08.2024 11:55:29;6.13;-1.8;6.13;-1.8;1.71;178.9;118.8;76;1.2;19.08.2024 06:58:42;19.08.2024 11:55:00;5;-5.7;5;-5.7;1.91;25.4;17;8.4;0.32;18.08.2024 21:39:44;19.08.2024 11:59:10
19.08.2024 14:00:00;19.08.2024 15:00:00;4;-10.4;4;-9;0.33;244.3;8.6;237.4;-0.36;18.08.2024 17:28:17;19.08.2024 12:58:50;4.8;-5.66;3;-5.66;0.5;253;138.4;118.4;-0.09;18.08.2024 17:28:26;19.08.2024 12:58:21;4.8;-10.4;1.94;-10.4;0.72;139.8;100.6;46.3;-0.21;19.08.2024 07:45:10;19.08.2024 12:58:50;5;-7.78;5;-7.78;0.39;20.2;16;5.1;-1.49;18.08.2024 21:39:44;19.08.2024 12:58:46
19.08.2024 15:00:00;19.08.2024 16:00:00;4;-10;4;-8;0.08;252.4;11.9;241.4;-3.3;18.08.2024 17:28:17;19.08.2024 13:59:14;3.63;-7.8;3;-2.37;-0.06;199.5;160.6;47.3;-3.85;18.08.2024 17:28:26;19.08.2024 13:59:10;8.02;-9.9;8.02;-9.9;-0.97;150.6;101.2;59.2;-2.49;18.08.2024 15:56:50;19.08.2024 13:59:14;5;-8;5;-2.37;0.82;39.9;31.5;9.5;-0.99;18.08.2024 21:39:44;19.08.2024 13:59:10
19.08.2024 16:00:00;19.08.2024 17:00:00;7.5;-4;5.05;0;2.49;231.2;10.8;223.4;-1.09;19.08.2024 07:21:20;19.08.2024 14:59:13;6.25;-5.32;6.1;-2.1;0.53;117.6;109.5;10.7;-2.15;19.08.2024 10:29:54;19.08.2024 14:59:04;9.02;-5.32;9.02;0.7;0.06;286.8;158.7;153.9;-2.24;18.08.2024 17:03:43;19.08.2024 14:59:13;6.8;-5.08;5;0;1.91;57.2;51.7;7.4;-0.2;18.08.2024 21:39:44;19.08.2024 14:59:04
19.08.2024 17:00:00;19.08.2024 18:00:00;12.06;1;9;12.06;7.93;251.7;18.8;235.3;6.59;19.08.2024 09:19:59;19.08.2024 15:56:38;12.06;0.1;9.56;0.1;5.43;132.3;88.4;43.9;3.91;19.08.2024 11:44:31;19.08.2024 15:59:13;12.06;1.2;9.62;1.4;6.93;213.9;127.6;111.5;4.71;19.08.2024 07:45:43;19.08.2024 15:59:06;21.8;0.1;5;3.9;10.08;198.8;175.6;42.5;5.85;18.08.2024 21:39:44;19.08.2024 15:59:13
19.08.2024 18:00:00;19.08.2024 19:00:00;10.98;3;10.74;3;8.79;176.4;12.3;165.6;8.38;19.08.2024 11:44:31;19.08.2024 16:59:10;10.98;2.5;10.74;4.3;7.88;118.7;85.4;38.2;7.36;19.08.2024 11:44:31;19.08.2024 16:59:10;12.6;2.5;11.34;4.3;8.08;195.2;120.3;103.1;7.25;19.08.2024 07:45:53;19.08.2024 16:59:10;120;108.64;112;113.9;110.87;35.3;22.2;22.2;110.78;19.08.2024 13:40:25;19.08.2024 16:59:00
19.08.2024 19:00:00;19.08.2024 20:00:00;14.75;5;12.5;12;9.59;207.6;8.3;202.6;8.09;19.08.2024 11:44:31;19.08.2024 17:59:52;13.97;4.89;12.5;9.9;8.85;168;148.7;26.2;8.37;19.08.2024 11:44:31;19.08.2024 17:59:00;14.12;4.46;13;12.4;8.22;207.8;124.8;112.7;7.52;19.08.2024 10:44:37;19.08.2024 17:59:52;375.91;195.64;195.64;234.7;261.58;90.8;21.3;69.5;223.41;18.08.2024 19:43:14;19.08.2024 17:56:18
19.08.2024 20:00:00;19.08.2024 21:00:00;12.71;5.17;10.86;9.5;8.89;75.1;19.6;58.5;9.65;19.08.2024 11:44:31;19.08.2024 18:59:08;12.94;5;10.86;9.5;8.03;160.8;126.6;38.9;8.52;19.08.2024 11:44:31;19.08.2024 18:59:08;12.97;5;9.8;9.5;8.49;164.3;58;119.8;8.51;19.08.2024 07:46:14;19.08.2024 18:59:08;335.7;179.1;203.4;180.62;228.68;137;86.4;56.5;199.1;18.08.2024 19:43:36;19.08.2024 18:55:13
19.08.2024 21:00:00;19.08.2024 22:00:00;14;5.99;11.9;14;10.63;127.9;23.2;106.9;10.1;19.08.2024 11:44:31;19.08.2024 19:59:11;13.9;5;11.9;11.1;9.95;287.7;203.4;94.2;11.12;19.08.2024 11:44:31;19.08.2024 19:59:59;14;5;11.1;11.91;9.25;207.3;83.2;140.7;11.11;19.08.2024 10:52:20;19.08.2024 19:59:59;250;117.86;138.84;120.49;164.07;152.1;76;76.1;135.7;18.08.2024 19:06:42;19.08.2024 19:59:00
19.08.2024 22:00:00;19.08.2024 23:00:00;8.91;2;7.21;8.8;6.68;122.5;68.6;53.9;7.79;19.08.2024 11:44:31;19.08.2024 20:56:00;9.5;2;7.21;3.1;6.37;211.9;165.9;55.8;7.43;19.08.2024 11:44:31;19.08.2024 20:59:56;9.1;1.9;5.93;5;5.45;158.3;80.2;85.8;6.4;19.08.2024 11:42:50;19.08.2024 20:59:40;105.37;100;100;103.47;102.72;54.7;46.5;20.5;102.72;19.08.2024 19:50:40;19.08.2024 20:50:52
19.08.2024 23:00:00;20.08.2024 00:00:00;7;-0.5;6.11;-0.5;5.13;138.6;65.8;79.1;5.24;19.08.2024 11:44:31;19.08.2024 21:49:00;7;-0.7;6.11;0.1;4.25;169.6;100.5;72;3.99;19.08.2024 11:44:31;19.08.2024 21:57:22;7;-0.7;5.8;1;3.69;113.5;62.8;57;3.31;19.08.2024 13:07:02;19.08.2024 21:57:25;98.1;86.26;92;86.26;93.05;9.6;9.4;1;93.05;19.08.2024 21:35:35;19.08.2024 21:59:10
20.08.2024 00:00:00;20.08.2024 01:00:00;3.1;-1.08;2.61;2;2.15;64;10.1;53.9;1.16;19.08.2024 18:01:55;19.08.2024 22:41:38;4.2;-1.7;4.1;-0.5;1.35;146.4;116.1;37.5;0.66;19.08.2024 16:12:43;19.08.2024 22:59:01;4.98;-16;3.2;-0.3;0.09;60;29.7;41.1;-0.95;19.08.2024 18:25:14;19.08.2024 22:59:37;99.68;68.49;92.9;99;90.15;28.4;24.3;21.9;90.14;19.08.2024 15:21:11;19.08.2024 22:59:10
20.08.2024 01:00:00;20.08.2024 02:00:00;1.31;-1.08;1.27;-1.08;0.64;21.3;9.2;12.1;0.31;19.08.2024 20:18:15;19.08.2024 23:46:57;3.9;-4.11;3.89;-3.3;0.14;88.3;56.1;44.6;-0.35;19.08.2024 16:11:54;19.08.2024 23:59:00;3.31;-8.99;2.6;-1;-0.46;89.2;55.1;43.8;-0.77;19.08.2024 19:30:16;19.08.2024 23:59:35;89.21;83.56;87;85.15;87.16;106.3;44.5;63.6;86.73;19.08.2024 15:21:17;19.08.2024 23:25:52
20.08.2024 02:00:00;20.08.2024 03:00:00;4.1;-3.29;4.1;-0.64;2.05;9.6;6.2;3.4;-0.53;19.08.2024 20:25:14;20.08.2024 00:26:49;4;-6.41;3.8;-2.6;-0.44;77.5;39.7;44.1;-1.03;19.08.2024 16:11:57;20.08.2024 00:59:11;4.1;-6.45;4.1;-2.6;-0.57;53.4;23.7;38.6;-1.21;19.08.2024 20:25:14;20.08.2024 00:59:11;88.3;79.02;83;81.51;85.25;103.2;53.2;50;85.95;19.08.2024 15:21:22;20.08.2024 00:45:09
20.08.2024 03:00:00;20.08.2024 04:00:00;5;-1.2;0.93;1.8;3.02;22.1;4.6;17.9;2.87;19.08.2024 22:20:10;20.08.2024 01:59:12;5;-3;3.79;1.8;1.58;109.2;71.5;47.1;1.65;19.08.2024 16:13:24;20.08.2024 01:59:12;5;-2.48;1.7;3.79;0.12;64.2;33.9;38.5;-0.12;19.08.2024 20:34:56;20.08.2024 01:56:48;85.5;72;72;77.4;80.43;83.3;22.8;60.5;79.32;19.08.2024 15:21:27;20.08.2024 01:56:16
20.08.2024 04:00:00;20.08.2024 05:00:00;5.32;0.83;3.99;3.01;3.7;58.6;3.7;55;3.06;19.08.2024 18:01:55;20.08.2024 02:59:11;5.32;-2.01;3.99;5.32;2.56;214.9;169.1;67.1;2.46;19.08.2024 16:13:28;20.08.2024 02:59:11;3.99;-2.31;0.02;3.99;0.81;74.5;37.5;40.6;2.23;19.08.2024 20:35:25;20.08.2024 02:58:14;85.39;76.8;85.3;81.04;80.84;75.5;26.3;49.2;79.58;19.08.2024 19:43:04;20.08.2024 02:59:00
20.08.2024 05:00:00;20.08.2024 06:00:00;4.81;0.52;4.13;3.99;3.8;63.8;27.7;36.2;3.69;19.08.2024 18:01:55;20.08.2024 03:53:08;5.1;0.2;4.14;3.9;3.49;163;69.5;106.5;3.8;19.08.2024 16:13:39;20.08.2024 03:53:18;4.8;-1;-1;4.76;1.46;59.8;21;43.9;3.37;19.08.2024 17:37:52;20.08.2024 03:47:08;93.3;83;93.3;83;85.79;43.4;27;19.5;84.17;19.08.2024 19:42:39;20.08.2024 03:53:11
20.08.2024 06:00:00;20.08.2024 07:00:00;11;2.99;5.88;7.24;7.3;54.2;30.3;23.9;8.06;19.08.2024 20:18:40;20.08.2024 04:59:01;10.7;2.99;5.18;7.48;5.58;115.5;70.3;54.4;6.41;19.08.2024 22:20:07;20.08.2024 04:59:01;12.2;-1;5.2;7.24;4.64;86.7;26.7;63.7;6.95;19.08.2024 15:34:06;20.08.2024 04:59:01;100.97;4.69;5.2;100.64;18.77;34.7;31.8;10.4;66.36;19.08.2024 15:34:06;20.08.2024 04:50:08
20.08.2024 07:00:00;20.08.2024 08:00:00;16.3;4.5;4.52;12;7.4;180.3;66.1;116.5;10.69;19.08.2024 17:02:19;20.08.2024 05:59:04;16.3;4.5;10.5;12;8.79;148;106.7;55.2;10.9;19.08.2024 15:36:53;20.08.2024 05:59:03;16.6;4.52;10.45;12;7.58;135.8;54.8;83.4;10.17;19.08.2024 15:25:40;20.08.2024 05:59:04;16.31;4.52;10.45;12.97;9.71;83.1;72.4;11;11.9;19.08.2024 15:25:40;20.08.2024 05:57:19
